filename	date	artist	title	score	likes	dislikes	views	duration
20170711_Haim - Something to Tell You ALBUM REVIEW.jpg	20170711	Haim 	Something to Tell You	5/10	2047	175	143843	496
20170712_Broken Social Scene - Hug of Thunder ALBUM REVIEW.jpg	20170712	Broken Social Scene 	Hug of Thunder	7/10	1419	39	84010	405
20170713_Toro y Moi - Boo Boo ALBUM REVIEW.jpg	20170713	Toro y Moi 	Boo Boo		1346	291	90718	362
20170714_Billy Woods - Known Unknowns ALBUM REVIEW ft. Myke C-Town.jpg	20170714	Billy Woods 	Known Unknowns	8/10	1916	38	98765	1456
20170720_Pissed Jeans - Why Love Now ALBUM REVIEW.jpg	20170720	Pissed Jeans 	Why Love Now	7/10	1154	46	78701	581
20170724_Tyler, the Creator - Flower Boy ALBUM REVIEW.jpg	20170724	Tyler, the Creator 	Flower Boy	8/10	54266	1387	2089893	674
20170725_Lana Del Rey - Lust For Life ALBUM REVIEW.jpg	20170725	Lana Del Rey 	Lust For Life	6/10	6810	1825	365086	746
20170726_Integrity - Howling, For The Nightmare Shall Consume ALBUM REVIEW.jpg	20170726	Integrity 	Howling, For The Nightmare Shall Consume	7/10	1400	32	68928	428
20170727_Shabazz Palaces - Quazarz DOUBLE ALBUM REVIEW.jpg	20170727	Shabazz Palaces 	Quazarz DOUBLE	3/10 & 5/10	1045	151	75386	616
20170728_Dizzee Rascal - Raskit ALBUM REVIEW.jpg	20170728	Dizzee Rascal 	Raskit	6/10	1226	46	61914	272
20170731_Arcade Fire - Everything Now ALBUM REVIEW.jpg	20170731	Arcade Fire 	Everything Now	4/10	4839	487	289834	756
20170801_Aminé - Good For You ALBUM REVIEW.jpg	20170801	Aminé 	Good For You	5/10	5662	926	306505	395
20170802_Vic Mensa - The Autobiography ALBUM REVIEW.jpg	20170802	Vic Mensa 	The Autobiography	6/10	3903	368	224910	692
20170803_Dying Fetus - Wrong One to Fuck With ALBUM REVIEW.jpg	20170803	Dying Fetus 	Wrong One to Fuck With	8/10	4264	94	178101	617
20170807_Oxbow - Thin Black Duke ALBUM REVIEW.jpg	20170807	Oxbow 	Thin Black Duke	8/10	1625	32	86930	398
20170809_Black Lips - Satan's Graffiti or God's Art ALBUM REVIEW.jpg	20170809	Black Lips 	Satan's Graffiti or God's Art	7/10	1132	28	61004	481
20170811_Dead Cross - Self-Titled ALBUM REVIEW.jpg	20170811	Dead Cross - Self	Titled	7/10	1683	109	84445	398
20170814_Igorrr - Savage Sinusoid ALBUM REVIEW.jpg	20170814	Igorrr 	Savage Sinusoid	7/10	2151	84	82820	473
20170815_Kesha - Rainbow ALBUM REVIEW.jpg	20170815	Kesha 	Rainbow	7/10	5498	300	239232	713
20170816_Milo - Who Told You To Think!!!!! ALBUM REVIEW.jpg	20170816	Milo 	Who Told You To Think!!!!!	7/10	2370	94	128343	482
20170817_Richard Dawson - Peasant ALBUM REVIEW.jpg	20170817	Richard Dawson 	Peasant	8/10	1944	44	101192	450
20170822_Brand New - Science Fiction ALBUM REVIEW.jpg	20170822	Brand New 	Science Fiction	7/10	4060	502	228503	439
20170824_Everything Everything - A Fever Dream ALBUM REVIEW.jpg	20170824	Everything Everything 	A Fever Dream	6/10	1391	130	85241	429
20170825_King Gizzard & The Lizard Wizard w_ Mild High Club - Sketches of Brunswick East ALBUM REVIEW.jpg	20170825	King Gizzard & The Lizard Wizard w_ Mild High Club 	Sketches of Brunswick East	5/10	5202	1937	192382	211
20170826_Grizzly Bear - Painted Ruins ALBUM REVIEW.jpg	20170826	Grizzly Bear 	Painted Ruins	6/10	1522	309	117125	545
20170827_Lil Uzi Vert - Luv Is Rage 2 ALBUM REVIEW.jpg	20170827	Lil Uzi Vert 	Luv Is Rage 2	3/10	14880	4732	739258	367
20170828_XXXTentacion - 17 ALBUM REVIEW.jpg	20170828	XXXTentacion 	17	2/10	42864	12181	1877789	501
20170829_Brockhampton - Saturation II ALBUM REVIEW.jpg	20170829	Brockhampton 	Saturation II	8/10	15463	421	654730	617
20170830_Queens of the Stone Age - Villains ALBUM REVIEW.jpg	20170830	Queens of the Stone Age 	Villains	6/10	5741	810	318918	470
20170831_A$AP Mob - Cozy Tapes Vol. 2 - Too Cozy ALBUM REVIEW.jpg	20170831	A$AP Mob - Cozy Tapes Vol. 2 	Too Cozy	4/10	5921	1434	295267	513
20170901_Oh Sees - Orc ALBUM REVIEW.jpg	20170901	Oh Sees 	Orc	8/10	3267	69	164662	405
20170901_The War On Drugs - A Deeper Understanding ALBUM REVIEW.jpg	20170901	The War On Drugs 	A Deeper Understanding	5/10	1307	1190	116634	393
20170905_LCD Soundsystem - American Dream ALBUM REVIEW.jpg	20170905	LCD Soundsystem 	American Dream	6/10	2947	1721	203563	587
20170907_Action Bronson - Blue Chips 7000 ALBUM REVIEW.jpg	20170907	Action Bronson 	Blue Chips 7000	6/10	4143	142	205456	399
20170908_Bicep - Self-Titled ALBUM REVIEW.jpg	20170908	Bicep - Self	Titled	7/10	1242	32	64877	303
20170911_Death From Above - Outrage! Is Now ALBUM REVIEW.jpg	20170911	Death From Above 	Outrage! Is Now	8/10	2299	59	107598	539
20170912_Zola Jesus - Okovi ALBUM REVIEW.jpg	20170912	Zola Jesus 	Okovi	6/10	826	113	54645	319
20170913_Alvvays - Antisocialites ALBUM REVIEW.jpg	20170913	Alvvays 	Antisocialites	8/10	3968	73	158949	355
20170914_Corbin - Mourn ALBUM REVIEW.jpg	20170914	Corbin 	Mourn	7/10	4165	166	141629	457
20170915_Alex Cameron - Forced Witness ALBUM REVIEW.jpg	20170915	Alex Cameron 	Forced Witness	8/10	2548	41	113682	496
20170916_Nmesh - Pharma ALBUM REVIEW.jpg	20170916	Nmesh 	Pharma	7/10	1303	43	68258	526
20170918_The National - Sleep Well Beast ALBUM REVIEW.jpg	20170918	The National 	Sleep Well Beast	7/10	2307	104	137045	404
20170920_Ariel Pink - Dedicated to Bobby Jameson ALBUM REVIEW.jpg	20170920	Ariel Pink 	Dedicated to Bobby Jameson	8/10	2660	60	139943	486
20170920_Daniel Caesar - Freudian ALBUM REVIEW.jpg	20170920	Daniel Caesar 	Freudian	7/10	6754	225	248767	378
20170922_Open Mike Eagle - Brick Body Kids Still Daydream ALBUM REVIEW.jpg	20170922	Open Mike Eagle 	Brick Body Kids Still Daydream	8/10	3823	47	158625	474
20170923_Myrkur - Mareridt ALBUM REVIEW.jpg	20170923	Myrkur 	Mareridt	6/10	863	66	43219	378
20170924_Foo Fighters - Concrete and Gold ALBUM REVIEW.jpg	20170924	Foo Fighters 	Concrete and Gold	6/10	5364	408	296990	420
20170926_Godspeed You! Black Emperor - Luciferian Towers ALBUM REVIEW.jpg	20170926	Godspeed You! Black Emperor 	Luciferian Towers	5/10	2028	691	142540	391
20170926_Rapsody - Laila's Wisdom ALBUM REVIEW.jpg	20170926	Rapsody 	Laila's Wisdom	8/10	3292	70	137262	633
20170927_Macklemore - Gemini ALBUM REVIEW.jpg	20170927	Macklemore 	Gemini	3/10	9852	561	446033	602
20170928_Chelsea Wolfe - Hiss Spun ALBUM REVIEW.jpg	20170928	Chelsea Wolfe 	Hiss Spun	7/10	1583	105	84116	468
20170930_Wolves In the Throne Room - Thrice Woven ALBUM REVIEW.jpg	20170930	Wolves In the Throne Room 	Thrice Woven	6/10	711	45	40180	253
20171001_The Killers - Wonderful Wonderful ALBUM REVIEW ft. Spectrum Pulse.jpg	20171001	The Killers 	Wonderful Wonderful	6/10	2702	157	167370	1003
20171005_Iglooghost - Neō Wax Bloom ALBUM REVIEW.jpg	20171005	Iglooghost 	Neō Wax Bloom	8/10	3857	92	146713	367
20171009_Uncommon Nasa - Written At Night ALBUM REVIEW.jpg	20171009	Uncommon Nasa 	Written At Night	8/10	1629	32	81331	725
20171011_Kelela - Take Me Apart ALBUM REVIEW.jpg	20171011	Kelela 	Take Me Apart	8/10	2896	88	120907	386
20171012_Poppy - Poppy.Computer ALBUM REVIEW.jpg	20171012	Poppy 	Poppy.Computer	6/10	5811	207	206843	445
20171013_Marilyn Manson - Heaven Upside Down ALBUM REVIEW.jpg	20171013	Marilyn Manson 	Heaven Upside Down	5/10	5251	518	244715	459
20171016_Protomartyr - Relatives In Descent ALBUM REVIEW.jpg	20171016	Protomartyr 	Relatives In Descent	8/10	2034	40	97475	395
20171017_St. Vincent - MASSEDUCTION ALBUM REVIEW.jpg	20171017	St. Vincent 	MASSEDUCTION	6/10	2724	730	187946	416
20171018_King Krule - The OOZ ALBUM REVIEW.jpg	20171018	King Krule 	The OOZ	4/10	3444	9317	241149	393
20171019_Beck - Colors ALBUM REVIEW.jpg	20171019	Beck 	Colors	4/10	3178	596	172762	376
20171019_Gucci Mane - Mr. Davis ALBUM REVIEW.jpg	20171019	Gucci Mane 	Mr. Davis	5/10	2688	178	124550	240
20171021_Primitive Man - Caustic ALBUM REVIEW.jpg	20171021	Primitive Man 	Caustic	8/10	2600	60	100997	433
20171023_Lou the Human - Humaniac ALBUM REVIEW.jpg	20171023	Lou the Human 	Humaniac	PGOODMAYBEA7/10	2237	23	64879	283
20171026_Liam Gallagher - As You Were ALBUM REVIEW.jpg	20171026	Liam Gallagher 	As You Were	6/10	3427	194	193729	313
20171030_The World Is A Beautiful Place - Always Foreign ALBUM REVIEW.jpg	20171030	The World Is A Beautiful Place 	Always Foreign	6/10	1126	43	66418	304
20171031_Fever Ray - Plunge ALBUM REVIEW.jpg	20171031	Fever Ray 	Plunge	5/10	1548	392	93066	518
20171101_Big K.R.I.T. - 4eva Is a Mighty Long Time ALBUM REVIEW.jpg	20171101	Big K.R.I.T. 	4eva Is a Mighty Long Time	9/10	13330	133	445493	776
20171102_Weezer - Pacific Daydream ALBUM REVIEW.jpg	20171102	Weezer 	Pacific Daydream	4/10	4592	206	213000	346
20171103_21 Savage, Offset & Metro Boomin - Without Warning ALBUM REVIEW.jpg	20171103	21 Savage, Offset & Metro Boomin 	Without Warning	7/10	12404	451	540829	488
20171106_Julien Baker - Turn Out the Lights ALBUM REVIEW.jpg	20171106	Julien Baker 	Turn Out the Lights	7/10	1840	93	96220	396
20171109_Converge - The Dusk In Us ALBUM REVIEW.jpg	20171109	Converge 	The Dusk In Us	8/10	2914	64	147543	610
20171110_Sam Smith - The Thrill of It All ALBUM REVIEW.jpg	20171110	Sam Smith 	The Thrill of It All	4/10	4360	219	194745	382
20171113_Benjamin Clementine - I Tell A Fly ALBUM REVIEW.jpg	20171113	Benjamin Clementine 	I Tell A Fly	5/10	1224	224	69645	367
20171114_Taylor Swift - Reputation ALBUM REVIEW.jpg	20171114	Taylor Swift 	Reputation	4/10	17887	1667	758688	567
20171115_Yung Lean - Stranger ALBUM REVIEW.jpg	20171115	Yung Lean 	Stranger	6/10	8006	379	348344	418
20171116_Destroyer - ken ALBUM REVIEW.jpg	20171116	Destroyer 	ken	5/10	816	94	54002	399
20171117_Liars - TFCF ALBUM REVIEW.jpg	20171117	Liars 	TFCF	5/10	604	54	36281	270
20171120_Armand Hammer - Rome ALBUM REVIEW.jpg	20171120	Armand Hammer 	Rome	6/10	821	47	50973	349
20171121_Jaden Smith - SYRE ALBUM REVIEW.jpg	20171121	Jaden Smith 	SYRE	4/10	26472	4650	1203212	623
20171122_King Gizzard & The Lizard Wizard - Polygondwanaland ALBUM REVIEW.jpg	20171122	King Gizzard & The Lizard Wizard 	Polygondwanaland	7/10	5215	153	253422	491
20171124_Sharon Jones & The Dap-Kings - Soul of a Woman ALBUM REVIEW.jpg	20171124	Sharon Jones & The Dap-Kings 	Soul of a Woman	8/10	1637	32	71705	343
20171127_Björk - Utopia ALBUM REVIEW.jpg	20171127	Björk 	Utopia	7/10	5047	322	238667	547
20171129_Hopsin - No Shame ALBUM REVIEW.jpg	20171129	Hopsin 	No Shame	4/10	11994	1757	536659	527
20171201_Rosalía - Los Ángeles ALBUM REVIEW.jpg	20171201	Rosalía 	Los Ángeles	8/10	3669	41	122005	507
20171203_Cyhi The Prynce - No Dope On Sundays ALBUM REVIEW.jpg	20171203	Cyhi The Prynce 	No Dope On Sundays	5/10	1877	390	106788	449
20171204_Glassjaw - Material Control ALBUM REVIEW.jpg	20171204	Glassjaw 	Material Control	6/10	1610	292	96346	393
20171206_Ibeyi - Ash ALBUM REVIEW.jpg	20171206	Ibeyi 	Ash	7/10	1091	30	43907	412
20171207_Noel Gallagher's High Flying Birds - Who Built the Moon ALBUM REVIEW.jpg	20171207	Noel Gallagher's High Flying Birds 	Who Built the Moon	6/10	1655	122	91589	271
20171208_Prurient - Rainbow Mirror ALBUM REVIEW.jpg	20171208	Prurient 	Rainbow Mirror	6/10	1607	66	78911	624
20171209_Makaya McCraven - Highly Rare ALBUM REVIEW.jpg	20171209	Makaya McCraven 	Highly Rare	7/10	832	19	36589	280
20171210_Princess Nokia - 1992 Deluxe ALBUM REVIEW.jpg	20171210	Princess Nokia 	1992 Deluxe	8/10	6682	204	236054	428
20171214_Big Sean & Metro Boomin - Double or Nothing ALBUM REVIEW.jpg	20171214	Big Sean & Metro Boomin 	Double or Nothing	5/10	5300	253	230456	504
20171215_Brockhampton - Saturation III ALBUM REVIEW.jpg	20171215	Brockhampton 	Saturation III	8/10	25707	376	896967	664
20171216_Chris Stapleton - From A Room, Vol. 2 ALBUM REVIEW.jpg	20171216	Chris Stapleton 	From A Room, Vol. 2	7/10	1292	48	67998	305
20171218_Eminem - Revival ALBUM REVIEW.jpg	20171218	Eminem 	Revival	2/10	61286	8994	2481160	686
20180102_Travis Scott & Quavo - Huncho Jack, Jack Huncho ALBUM REVIEW.jpg	20180102	Travis Scott & Quavo 	Huncho Jack, Jack Huncho	6/10	10464	458	434294	385
20180103_N.E.R.D - NO_ONE EVER REALLY DIES ALBUM REVIEW.jpg	20180103	N.E.R.D 	NO_ONE EVER REALLY DIES	7/10	9739	206	362572	554
20180108_Daft Punk - Discovery ALBUM REVIEW.jpg	20180108	Daft Punk 	Discovery	classic/10	18173	208	491222	702
20180109_Michael Jackson - Thriller ALBUM REVIEW.jpg	20180109	Michael Jackson 	Thriller	classic/10	21231	475	676577	746
20180111_Lauryn Hill - The Miseducation of Lauryn Hill ALBUM REVIEW.jpg	20180111	Lauryn Hill 	The Miseducation of Lauryn Hill	classic/10	6287	76	194875	517
20180111_Ween - Chocolate and Cheese ALBUM REVIEW.jpg	20180111	Ween 	Chocolate and Cheese	classic/10	5235	64	181076	512
20180114_Aphex Twin - Selected Ambient Works 85-92 ALBUM REVIEW.jpg	20180114	Aphex Twin - Selected Ambient Works 85	92		7473	148	288587	451
20180116_Jeff Rosenstock - Post- ALBUM REVIEW.jpg	20180116	Jeff Rosenstock - Post		6/10	2142	198	108480	396
20180117_CupcakKe - Ephorize ALBUM REVIEW.jpg	20180117	CupcakKe 	Ephorize	7/10	7128	271	232576	511
20180118_King Gizzard & The Lizard Wizard - Gumboot Soup ALBUM REVIEW.jpg	20180118	King Gizzard & The Lizard Wizard 	Gumboot Soup	7/10	4185	58	181143	269
20180122_JPEGMAFIA - Veteran ALBUM REVIEW.jpg	20180122	JPEGMAFIA 	Veteran	8/10	14706	197	570908	498
20180123_First Aid Kit - Ruins ALBUM REVIEW.jpg	20180123	First Aid Kit 	Ruins	7/10	1601	53	88761	358
20180125_Tune-Yards - I Can Feel You Creep Into My Private Life ALBUM REVIEW.jpg	20180125	Tune-Yards 	I Can Feel You Creep Into My Private Life	5/10	1096	72	64760	354
20180126_EDEN - vertigo ALBUM REVIEW.jpg	20180126	EDEN 	vertigo		2847	113	82332	206
20180130_Migos - Culture II ALBUM REVIEW.jpg	20180130	Migos 	Culture II	4/10	20310	603	882975	381
20180201_Ty Segall - Freedom's Goblin ALBUM REVIEW.jpg	20180201	Ty Segall 	Freedom's Goblin	7/10	2321	65	118249	472
20180202_Portal - Ion ALBUM REVIEW.jpg	20180202	Portal 	Ion	9/10	3649	98	150378	406
20180203_Gucci Mane - El Gato - The Human Glacier ALBUM REVIEW.jpg	20180203	Gucci Mane - El Gato 	The Human Glacier	it's solid/10	3398	63	138281	312
20180205_Justin Timberlake - Man of the Woods ALBUM REVIEW.jpg	20180205	Justin Timberlake 	Man of the Woods	3/10	13008	479	558931	664
20180206_Rich Brian - Amen ALBUM REVIEW.jpg	20180206	Rich Brian 	Amen	6/10	15024	773	529934	395
20180207_No Age - Snares Like A Haircut ALBUM REVIEW.jpg	20180207	No Age 	Snares Like A Haircut	7/10	1439	17	70009	352
20180209_Tiny Moving Parts - Swell ALBUM REVIEW.jpg	20180209	Tiny Moving Parts 	Swell	4/10	2047	331	105890	315
20180211_Tribulation - Down Below ALBUM REVIEW.jpg	20180211	Tribulation 	Down Below	7/10	1860	39	64505	317
20180212_MGMT - Little Dark Age ALBUM REVIEW.jpg	20180212	MGMT 	Little Dark Age	8/10	15136	259	491389	546
20180213_Daymé Arocena - Cubafonía ALBUM REVIEW.jpg	20180213	Daymé Arocena 	Cubafonía	8/10	1541	24	52521	414
20180215_Various Artists - Black Panther The Album ALBUM REVIEW.jpg	20180215	Various Artists 	Black Panther The Album	6/10	15810	1381	857905	438
20180220_Car Seat Headrest - Twin Fantasy (Face to Face) ALBUM REVIEW.jpg	20180220	Car Seat Headrest 	Twin Fantasy (Face to Face)	8/10	8034	166	312598	524
20180221_Ought - Room Inside The World ALBUM REVIEW.jpg	20180221	Ought 	Room Inside The World	6/10	996	64	58665	269
20180223_U.S. Girls - In a Poem Unlimited ALBUM REVIEW.jpg	20180223	U.S. Girls 	In a Poem Unlimited	8/10	2807	71	140336	440
20180227_Screaming Females - All at Once ALBUM REVIEW.jpg	20180227	Screaming Females 	All at Once	8/10	2270	47	100964	385
20180228_SOB x RBE - Gangin ALBUM REVIEW.jpg	20180228	SOB x RBE 	Gangin	6/10	2690	74	116772	272
20180301_A.A.L (Against All Logic) - 2012 - 2017 ALBUM REVIEW.jpg	20180301	A.A.L (Against All Logic) - 2012 	2017	9/10	4650	55	205882	398
20180303_Turnstile - Time & Space ALBUM REVIEW.jpg	20180303	Turnstile 	Time & Space	5/10	2208	191	106917	315
20180306_Rejjie Snow - Dear Annie ALBUM REVIEW.jpg	20180306	Rejjie Snow 	Dear Annie	lukewarm/10	1660	225	79851	235
20180306_Tory Lanez - Memories Don't Die ALBUM REVIEW.jpg	20180306	Tory Lanez 	Memories Don't Die	3/10	4445	496	215345	349
20180307_Andrew W.K. - You're Not Alone ALBUM REVIEW.jpg	20180307	Andrew W.K. 	You're Not Alone	8/10	5411	123	207253	499
20180308_Titus Andronicus - A Productive Cough ALBUM REVIEW.jpg	20180308	Titus Andronicus 	A Productive Cough	5/10	1085	44	62284	311
20180310_Anna von Hausswolff - Dead Magic ALBUM REVIEW.jpg	20180310	Anna von Hausswolff 	Dead Magic	8/10	1916	45	93413	375
20180314_Lil Yachty - Lil Boat 2 ALBUM REVIEW.jpg	20180314	Lil Yachty 	Lil Boat 2	7/10	13158	4235	502548	536
20180315_David Byrne - American Utopia ALBUM REVIEW.jpg	20180315	David Byrne 	American Utopia	7/10	1676	41	89089	418
20180316_Natalia Lafourcade - Musas Vol. 2 ALBUM REVIEW.jpg	20180316	Natalia Lafourcade 	Musas Vol. 2	8/10	4724	84	138425	359
20180319_XXXTENTACION -  ALBUM REVIEW.jpg	20180319	XXXTENTACION 		4/10	26947	6200	1353058	697
20180321_Young Fathers - Cocoa Sugar ALBUM REVIEW.jpg	20180321	Young Fathers 	Cocoa Sugar	6/10	1619	451	101370	362
20180322_Judas Priest - Firepower ALBUM REVIEW.jpg	20180322	Judas Priest 	Firepower	8/10	10434	163	298026	499
20180323_The Neighbourhood - Self-Titled ALBUM REVIEW.jpg	20180323	The Neighbourhood - Self	Titled	4/10	2687	365	111408	290
20180324_Keiji Haino + Sumac - American Dollar Bill ALBUM REVIEW.jpg	20180324	Keiji Haino + Sumac 	American Dollar Bill	7/10	1077	39	53919	281
20180326_Mount Eerie - Now Only ALBUM REVIEW.jpg	20180326	Mount Eerie 	Now Only	7/10	2419	119	104207	447
20180327_Jack White - Boarding House Reach ALBUM REVIEW.jpg	20180327	Jack White 	Boarding House Reach	9/10	10316	451	430418	820
20180328_PRhyme - PRhyme 2 ALBUM REVIEW.jpg	20180328	PRhyme 	PRhyme 2	6/10	1939	258	94627	379
20180329_Preoccupations - New Material ALBUM REVIEW.jpg	20180329	Preoccupations 	New Material	5/10	864	93	56656	354
20180330_Superorganism - Self-Titled ALBUM REVIEW.jpg	20180330	Superorganism - Self	Titled	7/10	4480	84	167541	466
20180403_The Voidz - Virtue ALBUM REVIEW.jpg	20180403	The Voidz 	Virtue	8/10	5120	117	193781	526
20180404_CZARFACE & MF DOOM - Czarface Meets Metal Face ALBUM REVIEW.jpg	20180404	CZARFACE & MF DOOM 	Czarface Meets Metal Face	7/10	7297	180	294662	443
20180406_Jean Grae x Quelle Chris - Everything's Fine ALBUM REVIEW.jpg	20180406	Jean Grae x Quelle Chris 	Everything's Fine	8/10	3221	51	141456	662
20180407_Kacey Musgraves - Golden Hour ALBUM REVIEW.jpg	20180407	Kacey Musgraves 	Golden Hour	4/10	2412	3682	156428	425
20180410_Cardi B - Invasion of Privacy ALBUM REVIEW.jpg	20180410	Cardi B 	Invasion of Privacy	6/10	11098	862	542558	806
20180411_Flatbush Zombies - Vacation in Hell ALBUM REVIEW.jpg	20180411	Flatbush Zombies 	Vacation in Hell	6/10	5404	3106	310467	636
20180413_Kali Uchis - Isolation ALBUM REVIEW.jpg	20180413	Kali Uchis 	Isolation	8/10	10569	300	342989	623
20180417_Sons of Kemet - Your Queen Is a Reptile ALBUM REVIEW.jpg	20180417	Sons of Kemet 	Your Queen Is a Reptile	8/10	2680	58	121423	448
20180418_John Prine - The Tree of Forgiveness ALBUM REVIEW.jpg	20180418	John Prine 	The Tree of Forgiveness	7/10	1267	25	57077	465
20180418_Saba - CARE FOR ME ALBUM REVIEW.jpg	20180418	Saba 	CARE FOR ME	meh/10	2103	9880	156025	312
20180420_Unknown Mortal Orchestra - Sex & Food ALBUM REVIEW.jpg	20180420	Unknown Mortal Orchestra 	Sex & Food	5/10	2442	399	125931	360
20180423_J. Cole - KOD ALBUM REVIEW.jpg	20180423	J. Cole 	KOD	5/10	24197	15450	964002	749
20180425_Hop Along - Bark Your Head Off, Dog ALBUM REVIEW.jpg	20180425	Hop Along 	Bark Your Head Off, Dog	8/10	2860	57	98456	363
20180426_A Perfect Circle - Eat the Elephant ALBUM REVIEW.jpg	20180426	A Perfect Circle 	Eat the Elephant	5/10	4361	904	263861	499
20180427_Felix Blume - Death In Haiti - Funeral Brass Bands & Sounds From Port Au Prince ALBUM REVIEW.jpg	20180427	Felix Blume - Death In Haiti 	Funeral Brass Bands & Sounds From Port Au Prince		1799	33	65243	209
20180428_Sleep - The Sciences ALBUM REVIEW.jpg	20180428	Sleep 	The Sciences	8/10	2534	56	100669	396
20180430_Post Malone - beerbongs & bentleys ALBUM REVIEW.jpg	20180430	Post Malone 	beerbongs & bentleys	7/10	35068	2733	1312559	665
20180501_Janelle Monáe - Dirty Computer ALBUM REVIEW.jpg	20180501	Janelle Monáe 	Dirty Computer	8/10	6460	243	259750	782
20180502_Panopticon - The Scars of Man on the Once Nameless Wilderness ALBUM REVIEW.jpg	20180502	Panopticon 	The Scars of Man on the Once Nameless Wilderness	4/10	1427	376	77859	431
20180503_Kimbra - Primal Heart ALBUM REVIEW.jpg	20180503	Kimbra 	Primal Heart	7/10	2794	295	104772	516
20180504_Daniel Avery - Song For Alpha ALBUM REVIEW.jpg	20180504	Daniel Avery 	Song For Alpha	5/10	1019	80	65732	344
20180508_Rae Sremmurd - SR3MM ALBUM REVIEW.jpg	20180508	Rae Sremmurd 	SR3MM	SR3MM: 7/10	9251	525	419698	594
20180509_Iceage - Beyondless ALBUM REVIEW.jpg	20180509	Iceage 	Beyondless	7/10	1746	111	99910	521
20180510_Wiley - Godfather II ALBUM REVIEW.jpg	20180510	Wiley 	Godfather II	5/10	1656	65	88803	341
20180511_Jon Hopkins - Singularity ALBUM REVIEW.jpg	20180511	Jon Hopkins 	Singularity	7/10	2393	80	129286	441
20180515_Playboi Carti - Die Lit ALBUM REVIEW.jpg	20180515	Playboi Carti 	Die Lit	7/10	24966	1684	876789	489
20180516_Beach House - 7 ALBUM REVIEW.jpg	20180516	Beach House 	7	7/10	3577	287	181744	549
20180517_Arctic Monkeys - Tranquility Base Hotel + Casino ALBUM REVIEW.jpg	20180517	Arctic Monkeys 	Tranquility Base Hotel + Casino	5/10	11723	4951	546521	621
20180522_Courtney Barnett - Tell Me How You Really Feel ALBUM REVIEW.jpg	20180522	Courtney Barnett 	Tell Me How You Really Feel	6/10	1849	284	116340	323
20180523_Parquet Courts - Wide Awake! ALBUM REVIEW.jpg	20180523	Parquet Courts 	Wide Awake!	9/10	6419	119	255027	558
20180525_Mark Kozelek - Mark Kozelek ALBUM REVIEW.jpg	20180525	Mark Kozelek 	Mark Kozelek	7/10	1551	54	93178	973
20180528_Pusha T - DAYTONA ALBUM REVIEW.jpg	20180528	Pusha T 	DAYTONA	8/10	20720	457	820051	506
20180529_Park Jiha - Communion ALBUM REVIEW.jpg	20180529	Park Jiha 	Communion	6/10	951	66	55116	238
20180530_BTS - Love Yourself 轉 'Tear' ALBUM REVIEW.jpg	20180530	BTS 	Love Yourself 轉 'Tear'	6/10	12790	512	308740	542
20180531_A$AP Rocky - Testing ALBUM REVIEW.jpg	20180531	A$AP Rocky 	Testing	4/10	14238	5138	694386	558
20180601_NIKI - Zephyr ALBUM REVIEW.jpg	20180601	NIKI 	Zephyr	7/10	2938	54	98904	338
20180604_Kanye West - ye ALBUM REVIEW.jpg	20180604	Kanye West 	ye	8/10	52775	3266	1924910	926
20180605_Juice WRLD - Goodbye & Good Riddance ALBUM REVIEW.jpg	20180605	Juice WRLD 	Goodbye & Good Riddance	5/10	10984	800	441289	384
20180606_Oneohtrix Point Never - Age Of ALBUM REVIEW.jpg	20180606	Oneohtrix Point Never 	Age Of	6/10	1387	203	94034	475
20180607_Father John Misty - God's Favorite Customer ALBUM REVIEW.jpg	20180607	Father John Misty 	God's Favorite Customer	7/10	5684	203	236993	691
20180608_Ghost - Prequelle ALBUM REVIEW.jpg	20180608	Ghost 	Prequelle	8/10	8781	350	311655	707
20180611_KIDS SEE GHOSTS - Self-Titled ALBUM REVIEW.jpg	20180611	KIDS SEE GHOSTS - Self	Titled	10/10	78908	2210	2359273	888
20180613_Tierra Whack - Whack World ALBUM REVIEW.jpg	20180613	Tierra Whack 	Whack World	7/10	4547	89	158156	390
20180618_Big Ups - Two Parts Together ALBUM REVIEW.jpg	20180618	Big Ups 	Two Parts Together	6/10	911	44	56536	327
20180619_Tropical [Frick] Storm - A Laughing Death in Meatspace ALBUM REVIEW.jpg	20180619	Tropical [Frick] Storm 	A Laughing Death in Meatspace	8/10	2582	61	118684	489
20180620_LUMP - Self-Titled ALBUM REVIEW.jpg	20180620	LUMP - Self	Titled	7/10	1283	35	70806	349
20180621_Bladee - Red Light ALBUM REVIEW.jpg	20180621	Bladee 	Red Light	1/10	3931	7983	202418	322
20180626_Nas - Nasir ALBUM REVIEW.jpg	20180626	Nas 	Nasir	6/10	10710	893	455600	428
20180627_SOPHIE - Oil of Every Pearl's Un-Insides ALBUM REVIEW.jpg	20180627	SOPHIE - Oil of Every Pearl's Un	Insides	8/10	9066	250	335761	561
20180628_Rico Nasty - Nasty ALBUM REVIEW.jpg	20180628	Rico Nasty 	Nasty	6/10	4004	108	161214	365
20180629_Death Grips - Year of the Snitch ALBUM REVIEW.jpg	20180629	Death Grips 	Year of the Snitch	9/10	20687	627	717084	763
20180702_Nine Inch Nails - Bad Witch ALBUM REVIEW.jpg	20180702	Nine Inch Nails 	Bad Witch	7/10	4025	134	176616	455
